path,class,filename,is_valid,hash,split
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11616998-4018566058_jpg.rf.ebcf68e7f5e2e8a3a20dd07bfd4df560.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11616998-4018566058_jpg.rf.ebcf68e7f5e2e8a3a20dd07bfd4df560.jpg,True,c6b7fc636b92c4abf37da2869b4f8c9d,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11680241-3955300770_jpg.rf.42df9589118c65cd0b4015be80e7319d.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11680241-3955300770_jpg.rf.42df9589118c65cd0b4015be80e7319d.jpg,True,89d020605f8e151bd9005aab1bab2ccb,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11588530-2415068743_jpg.rf.9c85fe158435c6ad728131e2a42a790a.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11588530-2415068743_jpg.rf.9c85fe158435c6ad728131e2a42a790a.jpg,True,5bbf9fcc8060d0840d45fb55f9a09feb,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12090015-2502630291_jpg.rf.e99760c7aa65c3432789547112fc14df.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12090015-2502630291_jpg.rf.e99760c7aa65c3432789547112fc14df.jpg,True,0ed2e66bd4348a4f08e2fe9ac8577220,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11879377-1318804886_jpg.rf.25011d1ab239e78aef5dae032d77bad6.jpg,fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11879377-1318804886_jpg.rf.25011d1ab239e78aef5dae032d77bad6.jpg,True,ca919f11eea2a9a1f8f8775852b4027d,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11862600-1736135229_jpg.rf.e2dc9ba188732e2bee3e8369b173982c.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11862600-1736135229_jpg.rf.e2dc9ba188732e2bee3e8369b173982c.jpg,True,c1fa1ace9ff79c183f7092d3fa543c0c,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11582265-258072319_jpg.rf.2faba2fb3a6b75056d17f2454a04400c.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11582265-258072319_jpg.rf.2faba2fb3a6b75056d17f2454a04400c.jpg,True,d6cca427f535b75b7a3afc9265c59fa1,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11473848-457954654_jpg.rf.69e1512c5f3fbed2049ea60f473116e1.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11473848-457954654_jpg.rf.69e1512c5f3fbed2049ea60f473116e1.jpg,True,414462f7239067c8ee911e49da29f91b,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11768415-4213263514_jpg.rf.51d32cc27bab30fbcefe52c28929c162.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11768415-4213263514_jpg.rf.51d32cc27bab30fbcefe52c28929c162.jpg,True,9d195db45119b6b89ad27ffea34d8bf7,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11651666-4075835813_jpg.rf.04933be89cce7644916b684ae7db9d78.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11651666-4075835813_jpg.rf.04933be89cce7644916b684ae7db9d78.jpg,True,37333503c680c4aa3eeaf5eb6e6d06cf,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11788927-2195110053_jpg.rf.0e719bacea82920d8f6188960cc0c1e7.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11788927-2195110053_jpg.rf.0e719bacea82920d8f6188960cc0c1e7.jpg,True,93bcfa5d764651a5d905de7169df6ce4,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11803131-1605684614_jpg.rf.bcf1ea51f567d1d051f485c08dfd57b5.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11803131-1605684614_jpg.rf.bcf1ea51f567d1d051f485c08dfd57b5.jpg,True,8ce0e390e6875edfcc41223510072ccf,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11627066-1321037740_jpg.rf.86c7e39dcf0a667c4db59a02e6d324f6.jpg,fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11627066-1321037740_jpg.rf.86c7e39dcf0a667c4db59a02e6d324f6.jpg,True,f6617dc0a4b5e91ab6720d064ed5b91b,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12036652-3819973231_jpg.rf.9517115dd9bdef6fe3a322b550c642b8.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12036652-3819973231_jpg.rf.9517115dd9bdef6fe3a322b550c642b8.jpg,True,4d37504174a47209acaa8513238e8c53,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11754393-245223432_jpg.rf.e8a27d4d8bd05dddf175be45a4a9465d_copy208.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11754393-245223432_jpg.rf.e8a27d4d8bd05dddf175be45a4a9465d_copy208.jpg,True,d0a4b1ddc46c52c18239bda3e5499336,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11590187-2362829962_jpg.rf.7d2a72fde21b45a716156d111a869b5f.jpg,fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11590187-2362829962_jpg.rf.7d2a72fde21b45a716156d111a869b5f.jpg,True,74dd82cf55e7a31f72af31ed506b2b0a,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11747855-916593212_jpg.rf.5a6c6bad2e2bdb44b50209ef16b19636.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11747855-916593212_jpg.rf.5a6c6bad2e2bdb44b50209ef16b19636.jpg,True,d357ab79532a64f6210088d5d580333e,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11301518-3859387610_jpg.rf.d79672da79c8253b19285d08647f1905.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11301518-3859387610_jpg.rf.d79672da79c8253b19285d08647f1905.jpg,True,28d2741f6fe7bd39cb793c2d6ee56ef6,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11604723-738978886_jpg.rf.895b795b09dad63d2408cd2ab5e46f10.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11604723-738978886_jpg.rf.895b795b09dad63d2408cd2ab5e46f10.jpg,True,ba2460d14082097715c564d22403b9e9,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11803131-1605684614_jpg.rf.d96269bdb6ff6d30efc620020a7f1fb3.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11803131-1605684614_jpg.rf.d96269bdb6ff6d30efc620020a7f1fb3.jpg,True,8a621da58e97d8c8d3b10bef01a0f005,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11444815-1768889184_jpg.rf.ccaffcdd8b219c36ec6c4e228a3d50e1.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11444815-1768889184_jpg.rf.ccaffcdd8b219c36ec6c4e228a3d50e1.jpg,True,b12676c1cfaa083683d1b8c70b504511,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11637367-956842091_jpg.rf.c775d942c68c412dc835dc1d5cfa24a1.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11637367-956842091_jpg.rf.c775d942c68c412dc835dc1d5cfa24a1.jpg,True,a713b9d9dc92d72e49117d5a5c9c2f6f,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11465295-2159671526_jpg.rf.c0fc90688a354ebf612c7cefd42bfc56.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11465295-2159671526_jpg.rf.c0fc90688a354ebf612c7cefd42bfc56.jpg,True,e25b8e181f0162e31770f12808343d5f,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11582420-2463702681_jpg.rf.ce94625a6177bd904f3cc11d471dbeed.jpg,non_fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11582420-2463702681_jpg.rf.ce94625a6177bd904f3cc11d471dbeed.jpg,True,3bf52ecb389a70b9a555e37dead5e7c7,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_images-3-_jpeg.rf.fb085f4038c5d203c83eaf3cc29edb8b.jpg,fibroid,Uterine fibroid.v1i.yolov8_images-3-_jpeg.rf.fb085f4038c5d203c83eaf3cc29edb8b.jpg,True,2f299dadcc5a84de18a1287c8fccb639,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12061546-1242683423_jpg.rf.f40806807932085b7ac4ddb11e294f4a.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12061546-1242683423_jpg.rf.f40806807932085b7ac4ddb11e294f4a.jpg,True,3c24832d863498fca3739224222873a1,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11881030-695207422_jpg.rf.f21b3db3bb3a63652ba8580102874fbd.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11881030-695207422_jpg.rf.f21b3db3bb3a63652ba8580102874fbd.jpg,True,1e0f35da54720101de419c1c5de6bc19,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11962871-677394441_jpg.rf.055867283caedb7755394495d1e6e4be.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11962871-677394441_jpg.rf.055867283caedb7755394495d1e6e4be.jpg,True,333189218daa2dc0ccc4caba417879ec,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11966956-36112555_jpg.rf.4e6b961cce047dd730400ca01ac5d248.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11966956-36112555_jpg.rf.4e6b961cce047dd730400ca01ac5d248.jpg,True,7695a87ac243c4891dcd826761013bb8,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11373070-218115582_jpg.rf.08b8bb1ebd7f8cd4801b1507a607a2eb.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11373070-218115582_jpg.rf.08b8bb1ebd7f8cd4801b1507a607a2eb.jpg,True,f7317fb2d1498f7bc066c195df05e531,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11731862-632629819_jpg.rf.eec1cf0c06c5d957e90d6721c89dd563.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11731862-632629819_jpg.rf.eec1cf0c06c5d957e90d6721c89dd563.jpg,True,626964ea4b6d87e7fb24bb9ac53bab9e,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11525066-1254974883_jpg.rf.302cafa844b50979ad11dc404206c4c9.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11525066-1254974883_jpg.rf.302cafa844b50979ad11dc404206c4c9.jpg,True,7c3ec4a5ad836cc988877b9e9137a522,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11665975-2144343661_jpg.rf.99bbb0e15d0dca839aa89c69bc2bc61c.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11665975-2144343661_jpg.rf.99bbb0e15d0dca839aa89c69bc2bc61c.jpg,True,ae85624c5932a5f23132764960ad2494,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11848609-326365986_jpg.rf.921a55134009762ccea6b1b1cc2bb07e.jpg,non_fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11848609-326365986_jpg.rf.921a55134009762ccea6b1b1cc2bb07e.jpg,True,9fab5f158d565cead3cdab82ebf4335a,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11365242-462725929_jpg.rf.fb573f8e24a21062690d1f136ac251d4_copy190.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11365242-462725929_jpg.rf.fb573f8e24a21062690d1f136ac251d4_copy190.jpg,True,641025dcd7e288fe10e7c208f0aa9e5a,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11754394-2499005425_jpg.rf.d7837f642fa848125c4a5eedf1236200.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11754394-2499005425_jpg.rf.d7837f642fa848125c4a5eedf1236200.jpg,True,ec01b352c81fda16c1fd800b9169a726,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_images-3-_jpeg.rf.74c63a860dd7c32f0bdac34803b02d17.jpg,fibroid,Uterine fibroid.v1i.yolov8_images-3-_jpeg.rf.74c63a860dd7c32f0bdac34803b02d17.jpg,True,5a014af69f66873f303dd02c15e4eb72,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11897321-367753343_jpg.rf.9f26396dca729cea99040f7cb6a95d49.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11897321-367753343_jpg.rf.9f26396dca729cea99040f7cb6a95d49.jpg,True,59fae6e269b33d6168379d6d0d9e9b47,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11559706-1152038535_jpg.rf.ac6016612852da74cabca5faf848b84c.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11559706-1152038535_jpg.rf.ac6016612852da74cabca5faf848b84c.jpg,True,048b8fb87bb9f104b98131b04ffe3f0b,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11934398-2881676037_jpg.rf.07f0484038618178053210c2eb13693b.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11934398-2881676037_jpg.rf.07f0484038618178053210c2eb13693b.jpg,True,3d4ea38958b0ce4af5f8273cbc46eb8a,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12368389-3639985631_jpg.rf.b48fc09fe698d44f8dac923b8d453e31.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12368389-3639985631_jpg.rf.b48fc09fe698d44f8dac923b8d453e31.jpg,True,505fed621cca61fdd5a0c8ced799b741,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11860574-3557538979_jpg.rf.53e27ecf491a161a7d2be903ec278c8c.jpg,non_fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11860574-3557538979_jpg.rf.53e27ecf491a161a7d2be903ec278c8c.jpg,True,38e4c3b4dc189cb1fc6664e5685fdf28,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11721349-441804241_jpg.rf.2eb28f85e879e64d42638baaea29545a_copy37.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11721349-441804241_jpg.rf.2eb28f85e879e64d42638baaea29545a_copy37.jpg,True,ead00ddb79b4f85e55907900ceb6a022,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11848609-4066345198_jpg.rf.6a43e82f35c6cd99fb67f4830efa11fe.jpg,fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11848609-4066345198_jpg.rf.6a43e82f35c6cd99fb67f4830efa11fe.jpg,True,b6e0e84bf712075d0617ad9555f6cdab,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11899374-3915671908_jpg.rf.037d070c13afba8d189d9d3fc723a7d0.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11899374-3915671908_jpg.rf.037d070c13afba8d189d9d3fc723a7d0.jpg,True,8a5a1d0fd907937cf90d8d5561dabf55,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11676292-3585861453_jpg.rf.3b2ba4697813c4effe577143846bd0ef.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11676292-3585861453_jpg.rf.3b2ba4697813c4effe577143846bd0ef.jpg,True,20f43e9bcf7bf200f861d494b636b1a9,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11518867-905175419_jpg.rf.6a503804300bed4b33f5c1bb5d07fc9d.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11518867-905175419_jpg.rf.6a503804300bed4b33f5c1bb5d07fc9d.jpg,True,4e0c6bd7000eaa147349b7259c2004b4,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11621274-1566153484_jpg.rf.38705811644003914170b2e866de058b.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11621274-1566153484_jpg.rf.38705811644003914170b2e866de058b.jpg,True,71bb74a1596c703c252e20124cd59c7f,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11809296-521572151_jpg.rf.fed2a10238bb852caa241acaf3ba2c4b.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11809296-521572151_jpg.rf.fed2a10238bb852caa241acaf3ba2c4b.jpg,True,288f24c69d934128f31ef7dc5b9370ed,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11449008-837337387_jpg.rf.7fac8588e8603249ea14db510bb72a26.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11449008-837337387_jpg.rf.7fac8588e8603249ea14db510bb72a26.jpg,True,1f381fbadd4f4075671dcfb0202da4de,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11426460-1721999401_jpg.rf.56e487a2e563bea4f089c1f00748712b.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11426460-1721999401_jpg.rf.56e487a2e563bea4f089c1f00748712b.jpg,True,10658375e65c0d85d49d80158740f073,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11581990-3717214967_jpg.rf.553cf5098da4a1060f30da7e90777678.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11581990-3717214967_jpg.rf.553cf5098da4a1060f30da7e90777678.jpg,True,c33a196a24b0a3149cdb4ef27a227da4,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11792892-3305903560_jpg.rf.1c78e247ac572c356c10b8f97fb29e0b.jpg,fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11792892-3305903560_jpg.rf.1c78e247ac572c356c10b8f97fb29e0b.jpg,True,a121b1a1f3658a2de89d44f1d49ed7e9,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11956841-1145569855_jpg.rf.f3817be89a0cb6682c918da4ccad11d7.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11956841-1145569855_jpg.rf.f3817be89a0cb6682c918da4ccad11d7.jpg,True,68bd4d0ff9cbb50e58b9bad56d771d8b,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11233779-3993482330_jpg.rf.521746e9ce08ecbaabd9faa0ef5360f6.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11233779-3993482330_jpg.rf.521746e9ce08ecbaabd9faa0ef5360f6.jpg,True,02fae3f82674994167a837860700f5f0,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12366312-4210367850_jpg.rf.ac2a4ab451bbc81966287c51ab32c492.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12366312-4210367850_jpg.rf.ac2a4ab451bbc81966287c51ab32c492.jpg,True,4dc85fc02054a90b18364f83b73a42ae,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11876956-2890046743_jpg.rf.f4352d460d56113e05396ebf7343c6a9.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11876956-2890046743_jpg.rf.f4352d460d56113e05396ebf7343c6a9.jpg,True,2535fe584468a9f556280ad557e33c17,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11719365-2318266904_jpg.rf.0fa01d1e7f1641937a6a1a03f80a670e.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11719365-2318266904_jpg.rf.0fa01d1e7f1641937a6a1a03f80a670e.jpg,True,a7c0ad51daa1ee3a366ae7d82ca7fd2f,train
